"""node.uID""","""node.departmanName""","""node.ustdepartmanName""","""score"""
1216,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.17665600000000004
1242,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.17665600000000004
1246,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.17665600000000004
1319,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.17584850000000002
1150,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.17558500000000002
1215,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.17548300000000003
1276,"""B2C Departmanı""","""Aristo A.Ş""",0.17539800000000005
1430,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.17465850000000002
1151,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.17445450000000004
1224,"""Biggplus Grup""","""""",0.17426750000000005
1238,"""Tasarım Departmanı""","""Aristo A.Ş""",0.1737405
1269,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.172848
1152,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.17260999999999999
1450,"""B2C Departmanı""","""Aristo A.Ş""",0.17216800000000002
1273,"""Bigglook&Biggtravel Departmanı""","""On-Net A.Ş""",0.17200649999999998
1466,"""IT Departmanı ""","""Aristo A.Ş""",0.17175150000000006
1247,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.17085900000000004
1288,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.169397
1240,"""B2C Departmanı""","""Aristo A.Ş""",0.168683
1154,"""On-Net A.Ş""","""Biggplus Grup""",0.16847900000000002
1321,"""Saınalma&Ürün Yönetimi Departmanı""","""Sanal Mağaza A.Ş """,0.16739100000000004
1263,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.16589500000000001
1282,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.16501100000000002
1377,"""IT Departmanı ""","""Aristo A.Ş""",0.16411000000000006
1204,"""On-Net A.Ş""","""Biggplus Grup""",0.16347250000000002
1249,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.16336200000000006
1479,"""On-Net A.Ş""","""Biggplus Grup""",0.16174700000000006
1456,"""IT Departmanı ""","""Aristo A.Ş""",0.16112650000000006
1330,"""Biggplus Grup""","""""",0.16023400000000002
1378,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.16023400000000002
1272,"""Bigglook&Biggtravel Departmanı""","""On-Net A.Ş""",0.1601745
1275,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15964750000000003
1254,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.15938400000000003
1239,"""On-Net A.Ş""","""Biggplus Grup""",0.159163
1285,"""Özdilek Mağazası""","""BTM Mağazalar""",0.1584915
1320,"""On-Net A.Ş""","""Biggplus Grup""",0.158449
1492,"""Bigglook&Biggtravel Departmanı""","""On-Net A.Ş""",0.15842350000000002
1448,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15803250000000002
1286,"""Özdilek Mağazası""","""BTM Mağazalar""",0.15771800000000002
1497,"""On-Net A.Ş""","""Biggplus Grup""",0.15727600000000003
1287,"""Bigglook&Biggtravel Departmanı""","""On-Net A.Ş""",0.1567915
1271,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.15671500000000002
1289,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15578850000000002
1489,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15578850000000002
1459,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.15576300000000004
1451,"""IT Departmanı ""","""Aristo A.Ş""",0.15531250000000002
1504,"""IT Departmanı ""","""Aristo A.Ş""",0.15531250000000002
1164,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.15522750000000005
1176,"""Saınalma&Ürün Yönetimi Departmanı""","""Sanal Mağaza A.Ş """,0.15522750000000005
1203,"""On-Net A.Ş""","""Biggplus Grup""",0.155168
1265,"""satış""","""On-Net A.Ş""",0.15494700000000006
1457,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.15459
1491,"""On-Net A.Ş""","""Biggplus Grup""",0.154471
1313,"""Galata-1 Mağazası""","""BTM Mağazalar""",0.15385900000000002
1182,"""B2C Departmanı""","""Aristo A.Ş""",0.15359550000000002
1468,"""Saınalma&Ürün Yönetimi Departmanı""","""Sanal Mağaza A.Ş """,0.15359550000000002
1458,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.15351900000000002
1298,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.152822
1511,"""B2C Departmanı""","""Aristo A.Ş""",0.152822
1436,"""On-Net A.Ş""","""Biggplus Grup""",0.152805
1475,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.15270300000000003
1185,"""Biggplus Grup""","""""",0.152703
1229,"""Biggplus Grup""","""""",0.152703
1500,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15224400000000005
1316,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.15222700000000003
1431,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15222700000000003
1501,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15222700000000003
1310,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15192950000000002
1327,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15192950000000002
1508,"""B2C Departmanı""","""Aristo A.Ş""",0.15192950000000002
1326,"""B2C Departmanı""","""Aristo A.Ş""",0.151649
1452,"""satış""","""On-Net A.Ş""",0.151649
1200,"""On-Net A.Ş""","""Biggplus Grup""",0.15163200000000004
1416,"""Çağrı Merkezi Departmanı""","""Sanal Mağaza A.Ş """,0.1513515
1519,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.1513515
2522,"""Saınalma&Ürün Yönetimi Departmanı""","""Sanal Mağaza A.Ş """,0.1513515
2524,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.1513515
1499,"""Lojistik Departmanı""","""Sanal Mağaza A.Ş """,0.15117300000000003
1505,"""Tasarım Departmanı""","""Aristo A.Ş""",0.15117300000000003
1514,"""On-Net A.Ş""","""Biggplus Grup""",0.15117300000000003
1177,"""satış""","""On-Net A.Ş""",0.15000000000000002
1181,"""BTM Mağazalar""","""BTM A.Ş""",0.15000000000000002
1258,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15000000000000002
1259,"""Biggplus Grup""","""""",0.15000000000000002
1274,"""Biggplus Grup""","""""",0.15000000000000002
1277,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15000000000000002
1283,"""B2C Departmanı""","""Aristo A.Ş""",0.15000000000000002
1284,"""B2C Departmanı""","""Aristo A.Ş""",0.15000000000000002
1297,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15000000000000002
1309,"""Biggplus Grup""","""""",0.15000000000000002
1311,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15000000000000002
1318,"""satış""","""On-Net A.Ş""",0.15000000000000002
1325,"""B2C Departmanı""","""Aristo A.Ş""",0.15000000000000002
1328,"""Biggplus Grup""","""""",0.15000000000000002
1329,"""Biggplus Grup""","""""",0.15000000000000002
1411,"""On-Net A.Ş""","""Biggplus Grup""",0.15000000000000002
1413,"""B2C Departmanı""","""Aristo A.Ş""",0.15000000000000002
1438,"""B2C Departmanı""","""Aristo A.Ş""",0.15000000000000002
1442,"""""","""""",0.15000000000000002
1449,"""Saınalma&Ürün Yönetimi Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
1461,"""B2C Departmanı""","""Aristo A.Ş""",0.15000000000000002
1485,"""BTM A.Ş. Merkez ""","""BTM A.Ş""",0.15000000000000002
1487,"""Biggplus Grup""","""""",0.15000000000000002
1490,"""IT Departmanı ""","""Aristo A.Ş""",0.15000000000000002
1502,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15000000000000002
1507,"""Çağrı Merkezi Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
1510,"""Çağrı Merkezi Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
1512,"""satış""","""On-Net A.Ş""",0.15000000000000002
1513,"""Saınalma&Ürün Yönetimi Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
1515,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
1516,"""Bigglook&Biggtravel Departmanı""","""On-Net A.Ş""",0.15000000000000002
1517,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
1518,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
2520,"""IT Departmanı ""","""Aristo A.Ş""",0.15000000000000002
2523,"""Mali İşler Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
2525,"""Proje Departmanı""","""Sanal Mağaza A.Ş """,0.15000000000000002
2526,"""Sanal Mağaza A.Ş ""","""Biggplus Grup""",0.15000000000000002
2527,"""On-Net A.Ş""","""Biggplus Grup""",0.15000000000000002
2528,"""IT Departmanı ""","""Aristo A.Ş""",0.15000000000000002
2529,"""Biggplus Grup""","""""",0.15000000000000002
